13537.M_train,92
05452.M_train,232
05453.M_train,97
05451.M_train,86
05456.M_train,132
05457.M_train,238
05454.M_train,240
05458.M_train,118
05459.M_train,5
13630.M_train,101
05358.M_train,9
05359.M_train,152
05356.M_train,177
05357.M_train,217
05354.M_train,162
05355.M_train,168
05352.M_train,40
05353.M_train,238
05351.M_train,109
12601.M_train,175
13525.M_train,65
13524.M_train,103
06659.M_train,160
07588.M_train,204
13523.M_train,135
13522.M_train,128
06653.M_train,22
06652.M_train,181
06651.M_train,142
06657.M_train,14
06656.M_train,71
11059.M_train,132
11058.M_train,86
10066.M_train,17
11053.M_train,162
11051.M_train,56
11055.M_train,240
11054.M_train,164
01886.M_train,58
01887.M_train,59
01885.M_train,77
01883.M_train,139
01880.M_train,63
01881.M_train,230
12650.M_train,239
01888.M_train,242
01889.M_train,91
07208.M_train,9
10060.M_train,93
11725.M_train,76
11724.M_train,199
11727.M_train,58
14042.M_train,140
14043.M_train,2
14040.M_train,231
11726.M_train,167
14046.M_train,217
14047.M_train,216
10038.M_train,189
10037.M_train,187
10034.M_train,59
10032.M_train,177
10031.M_train,222
10030.M_train,194
11722.M_train,211
11198.M_train,138
11199.M_train,236
13140.M_train,103
13141.M_train,217
13144.M_train,36
13145.M_train,245
11190.M_train,119
11191.M_train,51
11192.M_train,112
11193.M_train,135
11195.M_train,22
11197.M_train,149
12034.M_train,117
13485.M_train,140
05339.M_train,52
05338.M_train,44
05337.M_train,46
05336.M_train,198
05335.M_train,30
05333.M_train,224
05332.M_train,85
05331.M_train,103
05330.M_train,187
10880.M_train,0
10881.M_train,139
10882.M_train,77
10883.M_train,160
10884.M_train,60
10885.M_train,88
10886.M_train,160
10887.M_train,177
10888.M_train,247
00817.M_train,205
00816.M_train,204
00815.M_train,222
00814.M_train,186
00813.M_train,87
00812.M_train,197
00811.M_train,88
00810.M_train,47
05010.M_train,187
05011.M_train,33
05014.M_train,89
05015.M_train,63
04196.M_train,31
04194.M_train,28
04195.M_train,56
04192.M_train,15
04193.M_train,34
04190.M_train,8
04191.M_train,71
04198.M_train,106
04199.M_train,72
10089.M_train,136
10088.M_train,63
10085.M_train,16
10084.M_train,216
10087.M_train,75
10086.M_train,48
10081.M_train,112
10080.M_train,168
10083.M_train,34
12429.M_train,128
08698.M_train,223
12609.M_train,214
10213.M_train,160
10212.M_train,172
10210.M_train,219
10217.M_train,71
10216.M_train,164
10214.M_train,204
10218.M_train,90
13663.M_train,191
13234.M_train,222
05658.M_train,123
05659.M_train,18
05651.M_train,45
05652.M_train,145
05653.M_train,79
05654.M_train,75
05655.M_train,9
05657.M_train,236
12595.M_train,58
08364.M_train,190
02006.M_train,33
02005.M_train,215
02004.M_train,243
02003.M_train,189
02002.M_train,190
02001.M_train,1
09110.M_train,56
13527.M_train,4
02009.M_train,237
02008.M_train,206
13526.M_train,156
13521.M_train,61
13520.M_train,237
02000.M_train,135
10388.M_train,17
07584.M_train,84
07585.M_train,238
10381.M_train,162
10382.M_train,146
10384.M_train,141
07586.M_train,63
10386.M_train,14
10387.M_train,186
12305.M_train,205
07580.M_train,248
10129.M_train,197
07581.M_train,23
02762.M_train,52
02763.M_train,109
02760.M_train,189
02761.M_train,96
02766.M_train,30
02767.M_train,75
02764.M_train,150
02765.M_train,169
02768.M_train,160
02769.M_train,206
13024.M_train,244
07528.M_train,177
10122.M_train,108
10121.M_train,73
06500.M_train,246
01159.M_train,35
01158.M_train,217
01153.M_train,160
01152.M_train,205
01151.M_train,124
01156.M_train,88
01155.M_train,166
01154.M_train,54
12946.M_train,69
12947.M_train,202
12944.M_train,54
12945.M_train,109
12942.M_train,212
10125.M_train,79
12940.M_train,153
12941.M_train,9
10124.M_train,89
12948.M_train,160
12949.M_train,129
11056.M_train,193
13891.M_train,187
00029.M_train,197
11600.M_train,224
11299.M_train,178
11295.M_train,154
11294.M_train,63
11297.M_train,95
11296.M_train,193
11291.M_train,169
10365.M_train,47
08589.M_train,220
08588.M_train,222
08582.M_train,137
08581.M_train,209
08580.M_train,56
08587.M_train,84
08586.M_train,3
08585.M_train,112
00326.M_train,126
00327.M_train,147
00324.M_train,136
00325.M_train,29
00322.M_train,75
00323.M_train,15
00320.M_train,234
00321.M_train,2
08682.M_train,100
08681.M_train,88
08686.M_train,203
08687.M_train,29
00328.M_train,137
00329.M_train,93
08277.M_train,220
08274.M_train,140
08275.M_train,73
08272.M_train,205
08273.M_train,19
08270.M_train,238
08271.M_train,78
08125.M_train,47
08279.M_train,98
11276.M_train,156
07450.M_train,189
12388.M_train,169
13575.M_train,232
13574.M_train,166
13577.M_train,160
12389.M_train,67
13571.M_train,153
13570.M_train,191
13573.M_train,106
06186.M_train,110
13579.M_train,8
13578.M_train,82
06650.M_train,247
03922.M_train,167
03923.M_train,153
03920.M_train,217
03921.M_train,190
03926.M_train,103
03927.M_train,102
03924.M_train,60
03925.M_train,43
03929.M_train,109
00750.M_train,177
14207.M_train,84
08121.M_train,151
12270.M_train,86
12093.M_train,75
13233.M_train,163
09750.M_train,85
02583.M_train,139
02580.M_train,44
02586.M_train,236
02587.M_train,65
02584.M_train,25
02585.M_train,220
12422.M_train,227
12423.M_train,141
02588.M_train,189
02589.M_train,191
12426.M_train,149
12427.M_train,226
12424.M_train,200
12425.M_train,29
00111.M_train,140
00110.M_train,191
00113.M_train,245
00112.M_train,53
00117.M_train,38
00119.M_train,38
12308.M_train,110
01069.M_train,65
01068.M_train,232
08129.M_train,198
08128.M_train,86
01065.M_train,160
01064.M_train,223
01067.M_train,118
01066.M_train,93
01061.M_train,189
01060.M_train,222
01063.M_train,209
01062.M_train,48
04361.M_train,100
04360.M_train,42
03991.M_train,22
03990.M_train,78
04365.M_train,28
03996.M_train,160
04367.M_train,28
04366.M_train,217
04369.M_train,190
03999.M_train,195
14044.M_train,38
14045.M_train,65
14048.M_train,190
06269.M_train,174
06268.M_train,59
06263.M_train,197
06262.M_train,39
06260.M_train,134
06267.M_train,60
06265.M_train,245
06264.M_train,138
13060.M_train,102
13061.M_train,159
13062.M_train,73
13063.M_train,27
13064.M_train,222
13065.M_train,2
13066.M_train,221
13067.M_train,121
12712.M_train,160
13069.M_train,75
08298.M_train,25
07840.M_train,47
07841.M_train,145
07842.M_train,177
07843.M_train,140
07844.M_train,23
07845.M_train,149
07847.M_train,10
07849.M_train,120
10153.M_train,233
10152.M_train,160
10154.M_train,244
01427.M_train,192
01425.M_train,240
01423.M_train,244
01420.M_train,186
01428.M_train,245
01429.M_train,14
05721.M_train,243
05720.M_train,54
05723.M_train,46
05725.M_train,20
05724.M_train,217
05727.M_train,119
05726.M_train,15
05729.M_train,160
05728.M_train,131
07978.M_train,140
09966.M_train,154
09967.M_train,86
09964.M_train,42
09965.M_train,87
09962.M_train,56
09963.M_train,128
09960.M_train,56
09961.M_train,129
09968.M_train,234
13143.M_train,74
14209.M_train,189
09945.M_train,189
09944.M_train,115
09947.M_train,154
09946.M_train,2
09941.M_train,136
09940.M_train,137
09943.M_train,128
09942.M_train,168
03935.M_train,188
09949.M_train,60
09948.M_train,8
03934.M_train,221
02453.M_train,10
02451.M_train,229
02456.M_train,71
02457.M_train,54
